message_id,channel_name,detected_class,confidence_score,image_category
26223,lobelia4cosmetics,,0.0,other
26224,lobelia4cosmetics,"bottle,bottle,bottle,bottle",0.5591155290603638,product_display
26225,lobelia4cosmetics,bottle,0.2724880278110504,product_display
26226,lobelia4cosmetics,"person,stop sign",0.6775978207588196,lifestyle
26227,lobelia4cosmetics,,0.0,other
26228,lobelia4cosmetics,,0.0,other
26229,lobelia4cosmetics,,0.0,other
26230,lobelia4cosmetics,,0.0,other
26231,lobelia4cosmetics,,0.0,other
26232,lobelia4cosmetics,,0.0,other
26233,lobelia4cosmetics,book,0.2522212564945221,product_display
26234,lobelia4cosmetics,bottle,0.7439771294593811,product_display
26235,lobelia4cosmetics,"bottle,person,person,orange,orange,person,orange",0.9345337152481079,promotional
26236,lobelia4cosmetics,,0.0,other
26237,lobelia4cosmetics,"person,person,person",0.8894415497779846,lifestyle
26238,lobelia4cosmetics,person,0.8004419803619385,lifestyle
26239,lobelia4cosmetics,"bottle,traffic light",0.30372849106788635,product_display
26240,lobelia4cosmetics,"bottle,dining table,bottle,bottle",0.8742004632949829,product_display
26241,lobelia4cosmetics,"bottle,bottle,bottle,bottle",0.5591155290603638,product_display
26242,lobelia4cosmetics,,0.0,other
26243,lobelia4cosmetics,,0.0,other
26244,lobelia4cosmetics,,0.0,other
26245,lobelia4cosmetics,"bottle,cell phone,bottle",0.38442298769950867,product_display
26246,lobelia4cosmetics,,0.0,other
26247,lobelia4cosmetics,,0.0,other
26248,lobelia4cosmetics,bottle,0.2911277413368225,product_display
26249,lobelia4cosmetics,"refrigerator,book",0.4421457350254059,product_display
26250,lobelia4cosmetics,book,0.35161545872688293,product_display
26251,lobelia4cosmetics,bottle,0.3253202736377716,product_display
26252,lobelia4cosmetics,bottle,0.4999050199985504,product_display
26253,lobelia4cosmetics,"parking meter,bottle,bottle",0.36864006519317627,product_display
26254,lobelia4cosmetics,"bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle",0.788079023361206,product_display
26255,lobelia4cosmetics,,0.0,other
26256,lobelia4cosmetics,"refrigerator,bottle,bottle,dining table,bottle,bottle,bottle,bottle",0.5083394646644592,product_display
26257,lobelia4cosmetics,bottle,0.8619305491447449,product_display
26258,lobelia4cosmetics,,0.0,other
26259,lobelia4cosmetics,bottle,0.2724880278110504,product_display
26260,lobelia4cosmetics,"person,stop sign",0.6775978207588196,lifestyle
26261,lobelia4cosmetics,,0.0,other
26262,lobelia4cosmetics,,0.0,other
26263,lobelia4cosmetics,"orange,orange,bowl,dining table",0.8506796956062317,other
26264,lobelia4cosmetics,,0.0,other
26265,lobelia4cosmetics,cup,0.35402360558509827,product_display
26266,lobelia4cosmetics,bottle,0.8124322295188904,product_display
26267,lobelia4cosmetics,"bottle,dining table,bottle,bottle",0.8742004632949829,product_display
26268,lobelia4cosmetics,"bottle,bottle,bottle,bottle",0.5591155290603638,product_display
26269,lobelia4cosmetics,bottle,0.5240153074264526,product_display
26270,lobelia4cosmetics,"bottle,book",0.474979430437088,product_display
26271,lobelia4cosmetics,person,0.7917814254760742,lifestyle
26272,lobelia4cosmetics,,0.0,other
26273,lobelia4cosmetics,,0.0,other
26274,lobelia4cosmetics,cell phone,0.319579154253006,product_display
26275,lobelia4cosmetics,horse,0.877290666103363,other
26276,lobelia4cosmetics,"book,cup",0.33817794919013977,product_display
26277,lobelia4cosmetics,,0.0,other
26278,lobelia4cosmetics,"bottle,vase",0.66950923204422,product_display
26279,lobelia4cosmetics,cup,0.3924298584461212,product_display
26280,lobelia4cosmetics,"bottle,book",0.474979430437088,product_display
26281,lobelia4cosmetics,cup,0.35402360558509827,product_display
26282,lobelia4cosmetics,bottle,0.8124322295188904,product_display
26283,lobelia4cosmetics,,0.0,other
26284,lobelia4cosmetics,,0.0,other
26285,lobelia4cosmetics,bottle,0.34482067823410034,product_display
26286,lobelia4cosmetics,"bottle,dining table",0.3221270740032196,product_display
26287,lobelia4cosmetics,"bottle,dining table",0.7947156429290771,product_display
26288,lobelia4cosmetics,"bottle,bottle,dining table",0.6790705919265747,product_display
26289,lobelia4cosmetics,"bottle,dining table",0.7335931658744812,product_display
26290,lobelia4cosmetics,"bottle,bottle,bottle,bottle,bottle,bottle,bottle,dining table,bottle",0.7983214855194092,product_display
26291,lobelia4cosmetics,"bottle,dining table,dining table",0.8248248100280762,product_display
26292,lobelia4cosmetics,,0.0,other
26293,lobelia4cosmetics,,0.0,other
26294,lobelia4cosmetics,"bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle",0.6432703137397766,product_display
26295,lobelia4cosmetics,"bottle,vase",0.66950923204422,product_display
26296,lobelia4cosmetics,,0.0,other
26297,lobelia4cosmetics,,0.0,other
26298,lobelia4cosmetics,,0.0,other
26299,lobelia4cosmetics,,0.0,other
26300,lobelia4cosmetics,"bottle,bottle,dining table,bottle,bottle,cup,bottle,bottle,bottle,bottle,bottle,bottle",0.50972980260849,product_display
26301,lobelia4cosmetics,person,0.31169062852859497,lifestyle
26302,lobelia4cosmetics,,0.0,other
26303,lobelia4cosmetics,,0.0,other
26304,lobelia4cosmetics,,0.0,other
26305,lobelia4cosmetics,,0.0,other
26306,lobelia4cosmetics,"bottle,cell phone,bottle",0.38442298769950867,product_display
26307,lobelia4cosmetics,,0.0,other
26308,lobelia4cosmetics,,0.0,other
26309,lobelia4cosmetics,bottle,0.2911277413368225,product_display
26310,lobelia4cosmetics,"refrigerator,book",0.4421457350254059,product_display
26311,lobelia4cosmetics,book,0.35161545872688293,product_display
26312,lobelia4cosmetics,"bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle",0.788079023361206,product_display
26313,lobelia4cosmetics,,0.0,other
26314,lobelia4cosmetics,,0.0,other
26315,lobelia4cosmetics,,0.0,other
26316,lobelia4cosmetics,bottle,0.6767725944519043,product_display
26317,lobelia4cosmetics,,0.0,other
26318,lobelia4cosmetics,,0.0,other
26319,lobelia4cosmetics,,0.0,other
26320,lobelia4cosmetics,bottle,0.2724880278110504,product_display
26321,lobelia4cosmetics,"bottle,dining table,cup,book",0.7189099788665771,product_display
26322,lobelia4cosmetics,cup,0.35402360558509827,product_display
26323,lobelia4cosmetics,,0.0,other
26324,lobelia4cosmetics,"cup,cup,book",0.7179237604141235,product_display
26325,lobelia4cosmetics,bottle,0.8124322295188904,product_display
26326,lobelia4cosmetics,"bottle,bottle,bottle,bottle",0.4822957217693329,product_display
26327,lobelia4cosmetics,"bottle,bottle,bottle,bottle,bottle",0.5668648481369019,product_display
26328,lobelia4cosmetics,,0.0,other
26329,lobelia4cosmetics,book,0.2522212564945221,product_display
26330,lobelia4cosmetics,,0.0,other
26331,lobelia4cosmetics,"person,stop sign",0.6775978207588196,lifestyle
26332,lobelia4cosmetics,,0.0,other
26333,lobelia4cosmetics,"bottle,dining table,bottle,bottle",0.8742004632949829,product_display
26334,lobelia4cosmetics,"bottle,bottle,bottle,bottle",0.5591155290603638,product_display
26335,lobelia4cosmetics,,0.0,other
26336,lobelia4cosmetics,,0.0,other
26337,lobelia4cosmetics,,0.0,other
26338,lobelia4cosmetics,"bottle,bottle,dining table,bottle,bottle,cup,bottle,bottle,bottle,bottle,bottle,bottle",0.50972980260849,product_display
26339,lobelia4cosmetics,person,0.31169062852859497,lifestyle
26340,lobelia4cosmetics,bottle,0.5938525795936584,product_display
26341,lobelia4cosmetics,bottle,0.611545741558075,product_display
26343,lobelia4cosmetics,"bottle,person,person,orange,orange,person,orange",0.9345337152481079,promotional
26344,lobelia4cosmetics,,0.0,other
26345,lobelia4cosmetics,"person,person,person",0.8894415497779846,lifestyle
26346,lobelia4cosmetics,person,0.8004419803619385,lifestyle
26347,lobelia4cosmetics,"bottle,dining table,bottle,bottle",0.8742004632949829,product_display
26348,lobelia4cosmetics,bottle,0.7406821846961975,product_display
26349,lobelia4cosmetics,bottle,0.8619305491447449,product_display
26350,lobelia4cosmetics,"orange,orange,bowl,dining table",0.8506796956062317,other
26351,lobelia4cosmetics,cup,0.35402360558509827,product_display
26352,lobelia4cosmetics,bottle,0.5240153074264526,product_display
26353,lobelia4cosmetics,"parking meter,cell phone",0.2865012586116791,product_display
26354,lobelia4cosmetics,,0.0,other
26355,lobelia4cosmetics,book,0.2522212564945221,product_display
26356,lobelia4cosmetics,"bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle",0.6432703137397766,product_display
26357,lobelia4cosmetics,"refrigerator,bottle,bottle,dining table,bottle,bottle,bottle,bottle",0.5083394646644592,product_display
26358,lobelia4cosmetics,"bottle,bottle,bottle,bottle",0.4822957217693329,product_display
26359,lobelia4cosmetics,"bottle,bottle,bottle,bottle,bottle",0.5668648481369019,product_display
26360,lobelia4cosmetics,bottle,0.43695080280303955,product_display
26361,lobelia4cosmetics,"bottle,bottle,bottle",0.5031995177268982,product_display
26362,lobelia4cosmetics,"bottle,bottle",0.5096044540405273,product_display
26363,lobelia4cosmetics,"bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle",0.6109325885772705,product_display
26364,lobelia4cosmetics,bottle,0.8619305491447449,product_display
26365,lobelia4cosmetics,,0.0,other
26366,lobelia4cosmetics,,0.0,other
26367,lobelia4cosmetics,,0.0,other
26368,lobelia4cosmetics,bottle,0.2724880278110504,product_display
26369,lobelia4cosmetics,"bottle,bottle,dining table,bottle,bottle,cup,bottle,bottle,bottle,bottle,bottle,bottle",0.50972980260849,product_display
26370,lobelia4cosmetics,person,0.31169062852859497,lifestyle
26371,lobelia4cosmetics,"person,stop sign",0.6775978207588196,lifestyle
26372,lobelia4cosmetics,,0.0,other
26373,lobelia4cosmetics,,0.0,other
26374,lobelia4cosmetics,cup,0.3924298584461212,product_display
26375,lobelia4cosmetics,"bottle,book",0.474979430437088,product_display
26376,lobelia4cosmetics,cup,0.35402360558509827,product_display
26377,lobelia4cosmetics,bottle,0.8124322295188904,product_display
26378,lobelia4cosmetics,bottle,0.34482067823410034,product_display
26379,lobelia4cosmetics,"bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle",0.6432703137397766,product_display
26380,lobelia4cosmetics,,0.0,other
26381,lobelia4cosmetics,bottle,0.3294217884540558,product_display
26382,lobelia4cosmetics,"orange,teddy bear",0.3177710473537445,other
26383,lobelia4cosmetics,,0.0,other
26384,lobelia4cosmetics,,0.0,other
26385,lobelia4cosmetics,"sports ball,sports ball",0.36803123354911804,other
26386,lobelia4cosmetics,,0.0,other
26387,lobelia4cosmetics,,0.0,other
26388,lobelia4cosmetics,"bottle,vase",0.66950923204422,product_display
26389,lobelia4cosmetics,,0.0,other
26390,lobelia4cosmetics,,0.0,other
26391,lobelia4cosmetics,,0.0,other
26392,lobelia4cosmetics,,0.0,other
26393,lobelia4cosmetics,bottle,0.6767725944519043,product_display
26394,lobelia4cosmetics,"bottle,dining table,bottle,bottle",0.8742004632949829,product_display
26395,lobelia4cosmetics,,0.0,other
26396,lobelia4cosmetics,"bottle,bottle,dining table,bottle,bottle,cup,bottle,bottle,bottle,bottle,bottle,bottle",0.50972980260849,product_display
26397,lobelia4cosmetics,person,0.31169062852859497,lifestyle
26398,lobelia4cosmetics,"bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle",0.6432703137397766,product_display
26399,lobelia4cosmetics,,0.0,other
26400,lobelia4cosmetics,bottle,0.3294217884540558,product_display
26401,lobelia4cosmetics,"orange,teddy bear",0.3177710473537445,other
26402,lobelia4cosmetics,,0.0,other
26403,lobelia4cosmetics,bottle,0.2724880278110504,product_display
26404,lobelia4cosmetics,,0.0,other
26405,lobelia4cosmetics,,0.0,other
26406,lobelia4cosmetics,bottle,0.8619305491447449,product_display
26407,lobelia4cosmetics,,0.0,other
26408,lobelia4cosmetics,bottle,0.5938525795936584,product_display
26409,lobelia4cosmetics,,0.0,other
26410,lobelia4cosmetics,"fork,cup,knife",0.8577803373336792,product_display
26411,lobelia4cosmetics,,0.0,other
26412,lobelia4cosmetics,,0.0,other
26413,lobelia4cosmetics,"person,stop sign",0.6775978207588196,lifestyle
26414,lobelia4cosmetics,,0.0,other
26415,lobelia4cosmetics,"sports ball,sports ball",0.36803123354911804,other
26416,lobelia4cosmetics,,0.0,other
26417,lobelia4cosmetics,bottle,0.2524273991584778,product_display
26418,lobelia4cosmetics,bottle,0.8999839425086975,product_display
26419,lobelia4cosmetics,"book,bottle,refrigerator,bottle",0.29323282837867737,product_display
26420,lobelia4cosmetics,refrigerator,0.3814205229282379,other
26421,lobelia4cosmetics,,0.0,other
26423,lobelia4cosmetics,,0.0,other
26424,lobelia4cosmetics,,0.0,other
26425,lobelia4cosmetics,,0.0,other
26426,lobelia4cosmetics,"bottle,cell phone,bottle",0.38442298769950867,product_display
26427,lobelia4cosmetics,,0.0,other
26428,lobelia4cosmetics,,0.0,other
26429,lobelia4cosmetics,bottle,0.2911277413368225,product_display
26430,lobelia4cosmetics,"refrigerator,book",0.4421457350254059,product_display
26431,lobelia4cosmetics,"bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle",0.788079023361206,product_display
26432,lobelia4cosmetics,,0.0,other
26433,lobelia4cosmetics,,0.0,other
26434,lobelia4cosmetics,,0.0,other
26435,lobelia4cosmetics,bottle,0.3294217884540558,product_display
26436,lobelia4cosmetics,"orange,teddy bear",0.3177710473537445,other
26437,lobelia4cosmetics,,0.0,other
26438,lobelia4cosmetics,bottle,0.2724880278110504,product_display
26439,lobelia4cosmetics,bottle,0.8619305491447449,product_display
26440,lobelia4cosmetics,"cup,cup,book",0.7179237604141235,product_display
26441,lobelia4cosmetics,"bottle,bottle,bottle,bottle,orange",0.343466192483902,product_display
26442,lobelia4cosmetics,"bottle,bottle",0.33527281880378723,product_display
26443,lobelia4cosmetics,"bottle,bottle,bottle,bottle",0.4822957217693329,product_display
26444,lobelia4cosmetics,"bottle,bottle,bottle,bottle,bottle",0.5668648481369019,product_display
26445,lobelia4cosmetics,,0.0,other
26446,lobelia4cosmetics,,0.0,other
26447,lobelia4cosmetics,bottle,0.7439771294593811,product_display
26449,lobelia4cosmetics,"person,stop sign",0.6775978207588196,lifestyle
26450,lobelia4cosmetics,,0.0,other
26451,lobelia4cosmetics,,0.0,other
26452,lobelia4cosmetics,cup,0.35402360558509827,product_display
26453,lobelia4cosmetics,bottle,0.8124322295188904,product_display
26454,lobelia4cosmetics,clock,0.27083978056907654,other
26455,lobelia4cosmetics,"fork,cup,knife",0.8577803373336792,product_display
26456,lobelia4cosmetics,bottle,0.42626920342445374,product_display
26457,lobelia4cosmetics,,0.0,other
26458,lobelia4cosmetics,,0.0,other
26460,lobelia4cosmetics,bottle,0.90584796667099,product_display
26461,lobelia4cosmetics,bottle,0.8999839425086975,product_display
26462,lobelia4cosmetics,"bottle,vase",0.66950923204422,product_display
26463,lobelia4cosmetics,"cup,cup,book",0.7179237604141235,product_display
26464,lobelia4cosmetics,,0.0,other
26465,lobelia4cosmetics,book,0.2522212564945221,product_display
26466,lobelia4cosmetics,"bottle,book",0.474979430437088,product_display
26467,lobelia4cosmetics,,0.0,other
26468,lobelia4cosmetics,"fork,cup,knife",0.8577803373336792,product_display
26469,lobelia4cosmetics,,0.0,other
26470,lobelia4cosmetics,,0.0,other
26471,lobelia4cosmetics,"person,stop sign",0.6775978207588196,lifestyle
26472,lobelia4cosmetics,,0.0,other
26473,lobelia4cosmetics,"sports ball,sports ball",0.36803123354911804,other
26474,lobelia4cosmetics,,0.0,other
26475,lobelia4cosmetics,clock,0.27083978056907654,other
26476,lobelia4cosmetics,,0.0,other
26477,lobelia4cosmetics,bottle,0.2724880278110504,product_display
26478,lobelia4cosmetics,,0.0,other
26479,lobelia4cosmetics,bottle,0.42626920342445374,product_display
26480,lobelia4cosmetics,,0.0,other
26481,lobelia4cosmetics,bottle,0.8619305491447449,product_display
26482,lobelia4cosmetics,,0.0,other
26483,lobelia4cosmetics,bottle,0.2724880278110504,product_display
26484,lobelia4cosmetics,cell phone,0.319579154253006,product_display
26485,lobelia4cosmetics,"book,cup",0.33817794919013977,product_display
26486,lobelia4cosmetics,"bottle,bottle,dining table,bottle,bottle,cup,bottle,bottle,bottle,bottle,bottle,bottle",0.50972980260849,product_display
26487,lobelia4cosmetics,person,0.31169062852859497,lifestyle
26488,lobelia4cosmetics,"cup,bottle",0.44859960675239563,product_display
26489,lobelia4cosmetics,"fork,cup,knife",0.8577803373336792,product_display
26490,lobelia4cosmetics,"book,bottle,refrigerator,bottle",0.29323282837867737,product_display
26491,lobelia4cosmetics,refrigerator,0.3814205229282379,other
26492,lobelia4cosmetics,"person,stop sign",0.6775978207588196,lifestyle
26493,lobelia4cosmetics,,0.0,other
26494,lobelia4cosmetics,clock,0.27083978056907654,other
26495,lobelia4cosmetics,,0.0,other
26496,lobelia4cosmetics,bottle,0.8619305491447449,product_display
26497,lobelia4cosmetics,,0.0,other
26498,lobelia4cosmetics,,0.0,other
26499,lobelia4cosmetics,"bottle,person,person,orange,orange,person,orange",0.9345337152481079,promotional
26500,lobelia4cosmetics,person,0.8004419803619385,lifestyle
26501,lobelia4cosmetics,"bottle,dining table,bottle,bottle",0.8742004632949829,product_display
26502,lobelia4cosmetics,bottle,0.7406821846961975,product_display
26503,lobelia4cosmetics,"orange,orange,bowl,dining table",0.8506796956062317,other
26504,lobelia4cosmetics,cup,0.35402360558509827,product_display
26505,lobelia4cosmetics,book,0.2522212564945221,product_display
26506,lobelia4cosmetics,"bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle",0.6432703137397766,product_display
26507,lobelia4cosmetics,,0.0,other
26508,lobelia4cosmetics,"orange,teddy bear",0.3177710473537445,other
26509,lobelia4cosmetics,"fork,cup,knife",0.8577803373336792,product_display
26510,lobelia4cosmetics,,0.0,other
26511,lobelia4cosmetics,,0.0,other
26512,lobelia4cosmetics,"sports ball,sports ball",0.36803123354911804,other
26513,lobelia4cosmetics,"bottle,bottle,bottle,bottle,orange",0.343466192483902,product_display
26514,lobelia4cosmetics,"bottle,bottle",0.33527281880378723,product_display
26515,lobelia4cosmetics,,0.0,other
26516,lobelia4cosmetics,"bottle,bottle,dining table,bottle,bottle,cup,bottle,bottle,bottle,bottle,bottle,bottle",0.50972980260849,product_display
26517,lobelia4cosmetics,person,0.31169062852859497,lifestyle
26518,lobelia4cosmetics,"person,person",0.7034514546394348,lifestyle
26519,lobelia4cosmetics,,0.0,other
26520,lobelia4cosmetics,,0.0,other
26521,lobelia4cosmetics,dining table,0.34008529782295227,other
26523,lobelia4cosmetics,dining table,0.4378451108932495,other
26524,lobelia4cosmetics,"bottle,traffic light",0.30372849106788635,product_display
26525,lobelia4cosmetics,,0.0,other
26526,lobelia4cosmetics,"person,person,person",0.8894415497779846,lifestyle
26527,lobelia4cosmetics,person,0.8004419803619385,lifestyle
26528,lobelia4cosmetics,"bottle,dining table,bottle,bottle",0.8742004632949829,product_display
26529,lobelia4cosmetics,"orange,teddy bear",0.3177710473537445,other
26530,lobelia4cosmetics,bottle,0.7439771294593811,product_display
26531,lobelia4cosmetics,bottle,0.90584796667099,product_display
26532,lobelia4cosmetics,,0.0,other
26533,lobelia4cosmetics,refrigerator,0.3814205229282379,other
26534,lobelia4cosmetics,"person,stop sign",0.6775978207588196,lifestyle
26535,lobelia4cosmetics,,0.0,other
26536,lobelia4cosmetics,clock,0.27083978056907654,other
26537,lobelia4cosmetics,"bottle,book",0.474979430437088,product_display
26538,lobelia4cosmetics,cup,0.35402360558509827,product_display
26539,lobelia4cosmetics,bottle,0.8124322295188904,product_display
26540,lobelia4cosmetics,bottle,0.34482067823410034,product_display
26541,lobelia4cosmetics,,0.0,other
26542,lobelia4cosmetics,,0.0,other
26543,lobelia4cosmetics,orange,0.4804794490337372,other
26544,lobelia4cosmetics,book,0.27603742480278015,product_display
26545,lobelia4cosmetics,,0.0,other
26546,lobelia4cosmetics,"fork,cup,knife",0.8577803373336792,product_display
26547,lobelia4cosmetics,,0.0,other
